<TICKER>;<PER>;<DATE>;<OPEN>;<CLOSE>;<AMOUNT>;<VOLUME>;<EBITDA>;<FCF>;<OCF>;<OPER INCOME>;<NET INCOME>;<REVENUE>
Sberbank;D;12.07.2023;248,4;247,52;39 316 540;9 753 032 391,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.07.2023;247,97;246,19;29 561 460;7 288 359 089,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;14.07.2023;246,32;246,45;25 661 560;6 311 038 243,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.07.2023;244,77;245,39;36 193 390;8 878 816 493,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;18.07.2023;245,8;246,77;36 008 340;8 881 118 332,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;19.07.2023;247,25;245,85;31 451 760;7 752 930 513,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.07.2023;246,27;242,7;36 027 010;8 801 178 563,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;21.07.2023;243,18;244,13;32 271 770;7 857 419 374,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.07.2023;244;244,87;19 769 440;4 841 185 545,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;25.07.2023;245,48;247,2;39 733 390;9 802 524 256,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;26.07.2023;247,2;247,05;26 119 270;6 452 766 655,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.07.2023;247,5;247,95;39 793 470;9 888 953 807,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;28.07.2023;248;249,25;35 776 620;8 882 595 853,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;31.07.2023;251,33;267,4;167 914 420;43 588 329 451,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;01.08.2023;269;268,5;162 988 910;43 867 907 028,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;02.08.2023;268,5;268,57;48 418 320;12 994 793 534,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;03.08.2023;269;269,11;75 757 120;20 410 042 951,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;04.08.2023;269,48;264,12;132 212 230;35 356 837 729,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;07.08.2023;266,54;261,92;61 531 090;16 298 932 253,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;08.08.2023;261,92;264,62;65 114 820;17 041 697 177,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;09.08.2023;265,47;263,91;34 994 150;9 249 536 249,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.08.2023;264,73;266,91;37 292 060;9 917 152 046,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;11.08.2023;267,26;266,23;24 846 460;6 609 842 078,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;14.08.2023;267,37;260,45;86 724 810;22 902 790 188,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;15.08.2023;259;260,42;59 232 630;15 503 423 730,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;16.08.2023;261,29;256,02;71 823 620;18 480 740 234,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.08.2023;257,15;258,5;35 937 920;9 242 381 700,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;18.08.2023;258,4;261,14;31 064 600;8 050 824 110,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;21.08.2023;262,44;261,15;35 766 040;9 346 055 970,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;22.08.2023;261,92;261,45;25 953 320;6 769 122 940,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;23.08.2023;261,5;256,4;53 116 160;13 720 905 467,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.08.2023;257,63;259,63;26 979 270;6 959 479 100,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;25.08.2023;258,8;260,5;28 575 150;7 426 717 866,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;28.08.2023;261,32;266,93;57 897 070;15 334 069 568,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;29.08.2023;266,7;265,68;35 407 330;9 425 505 447,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;30.08.2023;265,68;264,7;38 604 380;10 237 031 481,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;31.08.2023;265,04;264,85;22 582 290;5 993 343 768,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;01.09.2023;265,4;265;19 265 170;5 100 561 546,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;04.09.2023;266,5;267,39;48 140 770;12 877 036 020,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;05.09.2023;266,74;264,75;39 811 860;10 571 300 705,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.09.2023;264,33;263,5;28 341 890;7 464 966 620,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;07.09.2023;263,69;258,79;67 688 600;17 586 948 788,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;08.09.2023;258,08;255,68;49 562 810;12 703 139 529,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;11.09.2023;257;256,25;43 282 460;11 118 810 652,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;12.09.2023;257,7;262,4;45 160 820;11 734 500 325,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.09.2023;262,4;258,18;30 051 360;7 819 067 326,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;14.09.2023;258,9;260;46 227 900;11 926 823 552,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;15.09.2023;259,65;260,83;35 581 630;9 278 013 469,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;18.09.2023;262,02;259,07;29 037 560;7 570 774 955,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;19.09.2023;258,99;252,72;89 551 540;22 788 038 781,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.09.2023;252,8;253,77;66 831 270;16 916 624 771,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;21.09.2023;252,87;250,16;58 913 730;14 795 034 218,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;22.09.2023;249,85;251,99;40 714 900;10 243 374 236,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;25.09.2023;252;252,65;31 863 690;8 008 924 561,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;26.09.2023;252,13;255,87;42 960 400;10 912 472 469,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.09.2023;256,2;256,1;27 880 630;7 148 789 525,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;28.09.2023;256,4;257,67;26 331 160;6 771 650 933,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;29.09.2023;258;260,72;68 533 310;17 870 619 137,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;02.10.2023;261,37;258,98;35 574 470;9 234 131 821,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;03.10.2023;258,99;259,65;23 911 430;6 193 849 314,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;04.10.2023;259;259,53;18 571 620;4 816 207 232,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;05.10.2023;260,7;259,38;23 501 620;6 111 704 653,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.10.2023;259,77;262,93;32 001 280;8 338 546 572,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;09.10.2023;263;265,25;45 447 720;12 036 758 886,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.10.2023;264,89;263;34 001 290;8 962 447 421,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;11.10.2023;263,3;260,21;29 495 790;7 743 000 723,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;12.10.2023;260;264,5;27 549 160;7 233 267 191,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.10.2023;264,89;263,51;18 408 670;4 851 837 828,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;16.10.2023;264;268,15;53 723 180;14 344 201 420,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.10.2023;268,3;270;51 214 360;13 825 850 433,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;18.10.2023;270;267,9;40 380 530;10 845 314 693,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;19.10.2023;267,13;268,65;33 532 880;9 007 682 323,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.10.2023;268,5;269,8;32 879 730;8 836 450 519,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;23.10.2023;270,45;270,1;62 432 160;16 984 291 674,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.10.2023;270;271,27;28 029 860;7 588 324 230,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;25.10.2023;271,5;273,73;41 830 970;11 415 367 308,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;26.10.2023;274,11;269,9;59 497 750;16 225 541 281,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.10.2023;269,93;269,7;49 779 630;13 403 054 524,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;30.10.2023;269,9;269,89;33 345 990;9 008 697 112,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;31.10.2023;270;268,35;26 210 450;7 029 773 669,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;01.11.2023;268,29;269,68;20 609 480;5 549 754 579,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;02.11.2023;270;269,06;25 751 530;6 944 685 370,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;03.11.2023;269,07;268,54;20 981 280;5 636 878 200,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.11.2023;269;273,42;29 274 160;7 958 186 555,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;07.11.2023;273,01;273,31;32 275 170;8 823 191 181,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;08.11.2023;273,64;278,15;58 032 670;16 058 628 329,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;09.11.2023;278,6;276,65;28 430 630;7 882 378 166,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.11.2023;276,99;280,19;44 643 290;12 486 368 414,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.11.2023;280,4;283,97;45 887 770;12 987 568 839,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;14.11.2023;283,7;280,87;40 484 810;11 420 870 892,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;15.11.2023;280,87;282,89;41 837 690;11 759 519 733,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;16.11.2023;282,4;279,7;24 696 600;6 960 894 309,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.11.2023;279,7;281,6;31 322 320;8 802 030 848,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.11.2023;281,96;282,91;25 291 010;7 159 259 895,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;21.11.2023;282,3;282,79;19 099 390;5 398 749 981,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;22.11.2023;283,12;286,16;47 296 890;13 495 087 731,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;23.11.2023;286,16;286,19;27 724 080;7 943 750 424,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.11.2023;286,49;286,85;26 067 870;7 464 158 319,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.11.2023;287,4;282,33;79 146 090;22 471 824 107,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;28.11.2023;282,4;279,91;45 507 410;12 723 607 276,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;29.11.2023;279,36;276,8;29 820 830;8 285 652 355,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;30.11.2023;276,7;277,5;55 873 540;15 391 411 364,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;01.12.2023;277;273,97;31 660 970;8 726 777 005,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
